model_year,make,model,price,title,car_condition,cylinders,fuel,odometer,color,car_status,car_transmission,car_type,body_text,image_name,featured_car,on_sale,pct_off
2020,Hyundai,Elantra Value Edition Sedan 4D,14499,2020 Hyundai Elantra Value Edition Sedan 4D,Excellent,4,Gas,49839,Silver,Clean,Automatic,Sedan,"2020 hyundai elantra sel $4,9839 miles Clean Carfax & Title, Very well maintained Leather Seats, Power Seat, Heated Seats, Remote key Great mechanical conditions, runs and drives very smooth Extra Clean Interior New detailing, Newinspection, New oil change loaded with: Traction Control, Stability Control, ABS one owner4-Wheelone owner, Air Conditioning, Power Windows, Power Door Locks, Cruise Control, Power Steering, Tilt Wheel, AM/FM Stereo, Cassette, CD/MP3 one ownerSingle Discone owner, Premium Sound, Dual Air Bags, F&R Side Air Bags, Power Seat, Leather, Sun Roof one ownerSlidingone owner, Premium Wheels, and more Extended available UP TO 4 years. Payments and downpayment subject TO credit approval. Contact dealer for more info. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The down payment may vary depending on the qualified customer. Annual Percentage Rate one owneraprone owner will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time of plus tags, tax, title. Some and conditions may apply for dealer arranged. Price does not include registration for dmv taxes, tags, title or. All advertised prices exclude government and taxes, any charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",FY2020HyundaiElantraValueEd181.jpg,,,
2009,Toyota,Tacoma DOUBLE CAB PRERUNNER,16999,2009 Toyota Tacoma DOUBLE CAB PRERUNNER one owner Low Miles,Like New,6,Gas,53000,Silver,Clean,Manual,Pickup,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - AM/FM CD/DVD - Immobilizer - Keyless Entry - Alarm - Available - Dual Airbags Front Head and Side - Active Seatbelts - Passenger Airbag Sensor - Dual Rear Side Airbag - Crew Cab - Regular Bed - All Wheel ABS - 1/2 Ton.4X2 5.0' Bed Length Active Head Restraints Anti-Theft System Auto Adjusting Shoulder Belts Braking Assist Curtain Airbags Electronic Braking System Electronic Traction Control Front Bucket Seats Full Size Spare Tire Removable Tailgate Satellite Radio Side Airbags Stability Control Tire Pressure Monitoring System,DS2009ToyotaTacomaDOUBLECAB123.jpg,,,
2013,Kia,Optima Hybrid Sedan LX,7850,2013 Kia Optima Hybrid Sedan LX 57000 4Cylinder,Excellent,4,Hybrid,57000,Silver,Clean,Automatic,Sedan,"2013 Kia Optima Hybrid LX $5,7000 Miles 42 miles per gallon 4 Cylinder 6-Speed, Emissions and Safety not needed Perfect shape, All power, AC cold, new Battery , Great for local or log distance Great for Students, great on rain and snow",BR2013KiaOptimaHybridSedanL70.jpg,,,
2015,Honda,CR-V EX AWD,8500,2015 honda CR-V ex all wheel drive,Good,6,Gas,65000,Silver,Missing,Automatic,SUV,Silver Honda CR-V all EX. 65k miles on used transmission and engine. Runs perfectly.,CP2015hondaCR-Vexallwheeldri94.jpg,,,
2009,Volvo,XC70 AWD,7999,2009 Volvo XC70 AWD 69K miles Inspected,Excellent,6,Gas,71000,Silver,Rebuilt,Automatic,SUV,"2009 Volvo XC70 AWD 69k miles State Inspected /, blind spot monitor, heated seats, memory seats, power sunroof, usb,, , Maryland state inspected,,. on link . If you have any further questions. Please to set up a time to come by.. Runs and drives excellent, everything works. Included in the price is a 30-day power train.",EH2009VolvoXC70AWD69Kmilesw138.jpg,,,
2003,Mercedes-Benz,SL 500R convertible,11999,2003 Mercedes-Benz SL 500R POWER CONVERTIBLE TOP Low Miles,Like New,8,Gas,77000,Silver,Clean,Automatic,Convertible,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Power Convertible Top - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - AM/FM CD/DVD - Satellite - Sentry Key - Keyless Entry - Alarm - Available - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS Additional Airbags Alloy Wheels Anti-Theft System Approach Lights Auto-dimming Rearview Mirror Automatic Climate Control Connected Car Convertible Hardtop Cruise Control Dual-Zone Climate Control Electronic Traction Control Fog Lights Front Bucket Seats Headlight Cleaners Heated Seats Heated Side Mirrors High-Intensity Headlights Leather Seats Leather Shift Knob Leather Steering Wheel Memorized Seat Settings Navigation System Power Convertible Roof Power Seats Power Telescoping Steering Wheel Premium Sound Premium Sound System RWD Side Airbags Stability Control Steering Wheel Mounted Controls,EB2003Mercedes-BenzSL500RPO132.jpg,,,
2020,Ram,Big Horn Night Edition one owner5.7L HEMIone owner,24750,2020 RAM Big Horn Night Edition one owner5.7L HEMIone owner,,,Gas,81000,Silver,Clean,Automatic,Truck,2020 ram Big Horn one owner5.7L hemione owner Silver Exterior / Black Interior Night Edition 4WD Large touchscreen with Apple Play & XM NO accidents/dents/dings Non-Smoker Heated seats & steering wheel Very strong engine and flawless interior Added features: - nitto Recon Grappler tires - Wheel Well inserts/covers - Wheel well flares - Bed retractable side step - Running Boards - Spray-In Bed Liner with rubber bed mat - Roll N Lock retractable hard tonneau cover with sliding bed divider - 3.92 axel ratio,AV2020RAMBigHornNightEditio48.jpg,,,
2018,Gmc,Yukon SLE 4WD,23500,2018 GMC Yukon SLE 4WD,Excellent,8,Gas,92400,Silver,Clean,Automatic,SUV,2018 GMC Yukon sle 4WD Silver in color Has been dealer maintained Newer tires. No issues. Clean CarFax Oil change regularly.,AX2018GMCYukonSLE4WDZYXWVUT50.jpg,,,
2012,Subaru,Outback AWD Premium 2.5 H4 DOHC 16V,8992,2012 Subaru Outback AWD manual 6spd Premium 2.5 H4 DOHC 16V,Excellent,,Gas,98402,Silver,Clean,Automatic,SUV,"Price: - not including tax and tags Mileage: 144,067 MPG: 14 City / #: $11,764A Vin #: 5GNEN13E01 ;transmission: Automatic Engine: Inline 5 3.7 LI Ext Color: Silver Streak Int Color: Black Leather Body Style: Pickup Doors: 4 DR Stereo: Premium Speaker Bluetooth sxm AUXAm Fm CD Sound System",FC2012SubaruOutbackAWDMANUA159.jpg,,,
2015,Honda,Civic LX,8500,2015 Honda Civic LX automatic 100k miles State inspected,Excellent,4,Gas,101000,Silver,Rebuilt,Automatic,Sedan,"2015 Honda Civic LX Auto 101k mile Maryland State Inspected / Automatic Bluetooth Rearview camera 31 MPG city & 40, clean commuter car with low gas consumption If you have any further questions. Please to set up a time to come by.. Runs and drives excellent, everything works. Included in the price is a 30-day power train.",EK2015HondaCivicLXautomatic141.jpg,,,
2014,Audi,Q5 Premium Plus AWD,11599,2014 Audi Q5 Premium Plus AWD Low Miles,Like New,4,Gas,107000,Silver,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - AM/FM CD/DVD - Immobilizer - Keyless Entry - Alarm - Daytime Running Lights - Dual Airbags Front Head and Side - Active Seatbelts - Passenger Airbag Sensor - Dual Rear Side Airbag - All Wheel ABS - Power Sun/Moon Roof AWD Active Head Restraints Active Parking System Additional Airbags Adjustable Lumbar Support Alloy Wheels Anti-Theft System Approach Lights Audi Side Assist Auto-dimming Rearview Mirror Automatic Climate Control Auxiliary Engine Cooler Blind Spot Warning Bluetooth Braking Assist Chrome Grille Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Dual-Zone Climate Control Electronic Braking System Electronic Traction Control Fog Lights Front Bucket Seats Full Size Spare Tire Halogen Headlights Heated Seats Heated Side Mirrors High-Intensity Headlights Leather Shift Knob Leather Steering Wheel Limited Slip Differential Lip Rear Spoiler mmi Navigation Plus Package Memorized Seat Settings Memory Card Slot Moonroof / Sunroof Multi-Function Display Navigation System Panoramic Moonroof / Sunroof Parking Sensors Power Liftgate Power Locking Tailgate Power Seats Premium Leather Seats Premium Sound System Push-Button Start Radio Data System Rear Air Conditioning Rear Climate Controls Rear Headrests Rear Spoiler Rearview Camera Remote Engine Start Satellite Radio Self-leveling Headlights Side Airbags Silver Roof Rails Stability Control Steering Wheel Mounted Controls Style Package Tire Pressure Monitoring System Trailer Hitch Turbocharger Turn Signal Mirrors usb Audio Input Video Monitor,FQ2014AudiQ5PREMIUMPLUSAWDL173.jpg,,,
2013,Hyundai,Elantra GLS,5500,2013 Hyundai Elantra GLS automatic,Excellent,4,Gas,114000,Silver,Clean,Automatic,Sedan,"2013 Hyundai Elantra GLS Maryland State Inspected 114K miles / Heated Seats, Power Train , Alloy Wheels, 28 MPG city / 38, clean nice commuter car. If you have any further questions please to set up a time to come by.. Runs and drives excellent, everything works. Included in the price is a 30-day power train.",DJ2013HyundaiElantraGLSauto114.jpg,,,
2012,Honda,CR-V 4x4 4WD CRV LX SUV,9441,2012 Honda CR-V 4x4 4WD CRV LX SUV,Excellent,4,Gas,120247,Silver,Clean,Automatic,SUV,"Alabaster Silver Metallic / Gray body: SUV trans: Automatic AD ID: $9,910DA981 engine: 2.4L 4 Cyl 4WD MPG: 22 City /, detailed, and ready for a new driveway to home.This vehicle has passed 's mechanical inspection, Virginia Safety inspection, and Emissions test. It's ready for you to, come on by and check it out at Honda.",FI2012HondaCR-V4x44WDCRVLXS165.jpg,,,
2008,Toyota,Solara SE Convertible,7599,2008 Toyota Solara SE Convertible -- must see,Excellent,6,Gas,127551,Silver,Clean,Automatic,Convertible,"2008 Toyota Solara Convertible SE only 127k Va inspected runs excellent now . available, available, available, available Keyless entry, aux, fully loaded, heated seats, Cd player, cold AC new tires Clean CarFax 21 dealer service records : United Motors llc one owneror one owner for price. Exterior: Silver Interior: Gray ;transmission: Automatic Engine: 3.3L V6 ]",KS2008ToyotaSolaraSECONVERT305.jpg,,,
2003,Toyota,4RUNNER Limited 4X4,9599,2003 Toyota 4RUNNER Limited 4X4 one owner Low Miles,Excellent,6,Gas,136000,Silver,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD - AM/FM Cassette - Pass Key Security - Daytime Running Lights - Dual Airbags Front Head and Side - Active Seatbelts - Dual Rear Side Airbags - All Wheel ABS.Top Features 4WD/AWD Leather Seats Alloy Wheels Running Boards Front Seat Heaters Tow Hitch Basic Features ABS Brakes CD Audio Power Locks Rear Defroster AM/FM Stereo Cassette Player Power Mirrors Traction Control Air Conditioning Cruise Control Power Seatone ownersone owner Automatic Transmission Full Roof Rack Power Windows.4WD Alloy Wheels Anti-Theft System Approach Lights Auto-dimming Rearview Mirror Automatic Climate Control Black Roof Rack Cruise Control Dual-Zone Climate Control Electronic 4WD Selector Electronic Traction Control Fog Lights Front Bucket Seats Heated Seats Heated Side Mirrors Leather Seats Leather Shift Knob Leather Steering Wheel Limited Slip Differential Locking Differential On Demand 4WD Power Seats Power Sliding Rear Window Rear Audio Control Rear Privacy Glass Running Boards Stability Control Steering Wheel Mounted Controls Trailer Hitch,FM2003Toyota4RUNNERLimited4169.jpg,,,
2006,Honda,Accord SE,4950,Silver Honda Accord SE Maryland Inspected-Must Go,Good,4,Gas,146646,Silver,Clean,Automatic,Sedan,"This beautiful 2006 Honda Accord SE Model one ownercolor Silverone owner is Maryland state inspected. The car runs and drives great. The Engine and Transmission are in great shape and the brakes and suspension are in good condition. The total mileage over 18 years on the car is only $14,6646 miles. The cars climate control system is excellent, keeping you cool in summer and really warm on cold winter days.",BNSilverHondaAccordSEMaryl66.jpg,,,
2015,Nissan,Altima S,5800,2015 Nissan Altima S 148000 miles,Excellent,4,Gas,148918,Silver,Clean,Automatic,Sedan,"2015 Nissan Altima S Silver with 148,000 miles. Great condition with new tires, new brakes, new battery, and inspected in July",BB2015NissanAltimaS148000m54.jpg,,,
2024,Ram,PROMASTER 2500 159 WB 3DR HIGH ROOF WINDOW VAN ♿♿,89750,2024 RAM Promaster 2500 159 WB 3DR High Roof Window Van ♿♿,New,6,Gas,25,White,Clean,Automatic,Van,"2024 ram promaster $2,500 159 WB 3DR high roof window van firm: Price ask for the general manager sean campbell ask for the general manager sean campbell 2024 ram ProMaster slt $2,500 159 WB 3dr High Roof Price Mileage 25 Condition New Engine 3.6L V6 Transmission Automatic 9-Speed Drivetrain FWD ;Fuel Gasoline Exterior Color White Interior Color Black",WB♿♿2024RAMPROMASTER2500159600.jpg,,,
2024,Toyota,Tacoma SR XtraCab,32000,2024 Toyota Tacoma SR XtraCab 300 miles Perfect condition,Like New,4,Gas,300,White,Clean,Automatic,Pickup,"2024 Toyota Tacoma SR XtraCab w/ only 300 miles in perfect condition. Accident free. Barely used. 2024/7162A Color: Ice Cap White / FA20 I force 2.4 liter 4 Cylinder Turbocharged Engine 8 Speed Automatic Transmission Leaf spring rear transmission Towing Package - Includes Class IV towing hitch receiver and wiring harness w/ 7 pin / 4 pin connector 50 State Emissions All weather floor liners First Aid Kit Cables - Smart usb Door Edge Guard WeatherTech Side Window Deflectors WeatherTech Bed Liner Toyota Safety Sense 3.0 w/ Pre-Collision Star Safety System Connected Services Capable, 4G network dependent 17 inch Styled Steel Wheels Smart Key System on Driver Door LED Headlight w/ drl Fabric trimmed seats w/ driver lumbar support Fold-flat passenger seat 8 inch Toyota Audio Multimedia w/ 4 speakers, Wireless Apple CarPlay and Android Auto Compatibility SiriusXM Capable",FW2024ToyotaTacomaSRXtraCab179.jpg,,,
2021,Tesla,Model 3 Standard Range Plus,28500,2021 Tesla Model 3 Standard Range Plus,Like New,,Electric,8000,White,Lien,Automatic,Sedan,"Exterior Auto On/Off Projector Beam Led Low/High Beam Daytime Running Auto-Leveling Auto High-Beam Headlamps w/Delay-Off Black Door Handles Black Side Windows Trim Body-Colored Front Bumper Body-Colored Rear Bumper Clearcoat Paint Fixed Laminated Glass 1st Row Sunroof Fixed Laminated Glass 2nd Row Sunroof Fixed Rear Window w/Defroster Galvanized Steel/Aluminum Panels Headlights-Automatic Highbeams LED Brakelights Laminated Glass Light Tinted Glass Perimeter/Approach Lights Power Open And Close Trunk Rear Cargo Access Tires: P235/45R18 Wheels: 18 x 8.5 Aero Interior 1 12VPower Outlet 2 Seatback Storage Pockets 8-Way Passenger Seat Air Filtration Cargo Area Concealed Storage Cargo Space Lights Carpet Floor Trim Compass Day-Night Auto-Dimming Rearview Mirror Delayed Accessory Power Digital Appearance Driver And Passenger Visor Vanity Mirrors w/Driver And Passenger Illumination, Driver And Passenger Auxiliary Mirror Driver Foot Rest Driver Information Center Fade-To-Off Interior Lighting Fixed Front Head Restraints and Fixed Rear Head Restraints Front And Rear Lights Front Center Armrest and Rear Center Armrest Front Cupholder Full Carpet Floor Covering Full Cloth Headliner Full Floor Console w/Covered Storage and 1 12VPower Outlet Full Service Internet Access hvac includes Console Ducts Illuminated Locking Glove Box Immobilizer Instrument Panel Covered Bin, Driver / Passenger And Rear Door Bins Interior Trim includes Aluminum/Genuine Wood Instrument Panel Insert, Metal-Look Console Insert and Metal-Look Interior Accents Outside Temp Gauge Power Tilt/Telescoping Steering Column Premium Seat Trim Rear Cupholder Simulated Suede Door Trim Insert Tracker System Valet Function Mechanical 3 Skid Plates 33-Amp/Hr Maintenance-Free Battery 9.00 Axle Ratio Double Wishbone Front Suspension w/Coil Springs Electric Power-Assist Speed-Sensing Steering Front Anti-Roll Bar Gas-Pressurized Shock Absorbers Lithium Ion one ownerLI-Ionone owner Traction Battery w/7.7 kW Onboard Charger, 8.5 Hrs Charge Time 220/240V and 50 kWh Capacity Multi-Link Rear Suspension w/Coil Springs Regenerative 4-Wheel Disc Brakes w/4-Wheel ABS, Front And Rear Vented Discs, Brake Assist, Hill Hold Control and Electric Parking Brake Safety Security ABS And Driveline Traction Control Airbag Occupancy Sensor Back-Up Camera Blind Spot Collision Mitigation-Front Curtain 1st And 2nd Row Airbags Driver And Passenger Knee Airbag Driver Monitoring-Alert Dual Stage Driver And Passenger Front Airbags Dual Stage Driver And Passenger Seat-Mounted Side Airbags Electronic Stability Control one ownerescone owner Forward Collision Mitigation and Rear Collision Warning Front And Rear Parking Sensors Front Departure Keeping Assist Left Side Camera Outboard Front Lap And Shoulder Safety Belts includes Rear Center 3 Point, Height Adjusters and Pretensioners Power Rear Child Safety Locks Restricted Driving Mode Right Side Camera Side Impact Beams Tire Specific Low Tire Pressure Warning Comfort and Convenience 1 lcd Monitor In The Front 60-40 Folding Bench Front Facing Heated Fold Forward Seatback Leatherette Rear Seat 8 Speakers 8-Way Driver Seat includes Power 4-Way Lumbar Support Adaptive w/Traffic Stop-Go Body-Colored Power w/Tilt Down Heated Auto Dimming Side Mirrors w/Power Folding Cruise Control w/Steering Wheel Controls Dual Zone Front Automatic Air Conditioning w/Steering Wheel Controls fob Controls includes Cargo Access and Windows Front Seats w/Power 4-Way Driver Lumbar Gauges includes Speedometer, ;Odometer, Traction Battery Level, Power/Regen, Trip ;Odometer and Trip Computer Heated Leatherette Steering Wheel Memory Settings includes Door Mirrors and Steering Wheel Power 1st Row Windows w/Front And Rear 1-Touch Up/Down Power Door Locks w/Autolock Feature Power Rear Windows Premium Heated Front Bucket Seats includes power adjustable front seats and custom driver profiles Proximity Key For Doors And Hands-Free Start And Smart Device Proximity Key Radio w/Seek-Scan, Clock, Steering Wheel Controls, Voice Activation, Radio Data System and 128 Gb Internal Memory Radio: Upgraded Audio System includes immersive sound feature, 8 speakers, standard and navigation, music and media over Bluetooth, usb-A port in the glovebox w/a 128GB portable storage device, 4 usb-C ports and wireless charging for 2 smartphones in center console and premium connectivity for 30 days one ownerlive traffic visualization, satellite-, video streaming one ownerallowing access to content from Netflix, Hulu,, Twitch and moreone owner, caraoke, music streaming, internet browserone owner Remote Entry w/Integrated Key Transmitter, 4 Door Curb/Courtesy and Illuminated Entry Remote Releases includes Power Cargo Access and Power Charge Port Door Tailgate/Rear Door Lock Included w/Power Door Locks Trip Computer Variable Intermittent Wipers Window Grid Antenna",FB2021TeslaModel3StandardRa158.jpg,,,
2023,Honda,Civic 1.5T 4D EX,26500,2023 Honda Civic 1.5T 4D EX - LOW Mileage 11K!,Like New,4,Gas,11000,White,Clean,Automatic,Sedan,"Looking for a reliable, ;Fuel-efficient, and stylish sedan? This 2023 Honda Civic EX is the perfect choice! Well-maintained one ownerkept in Garageone owner and in pristine condition, this car comes with a White Pearl exterior and a black cloth interior, giving it a sleek and modern look. Vehicle Details: Make & Model: 2023 Honda Civic 1.5T EX BD Body Style: 4-Door Sedan Engine: 1.5L Turbocharged 4-Cylinder one owner180 HPone owner ;transmission: Continuously Variable Transmission one ownercvtone owner Drivetrain: Front- one owner4x2one owner ;Fuel ;type: Gasoline Exterior Color: White Pearl Interior: Black Cloth Title: Clean  Inquiries only. Features & Highlights: Honda Sensing Safety Suite one ownerCollision Mitigation Braking, Lane Keep Assist, Adaptive Cruise Controlone owner Sunroof Enjoy the open sky on your drives Heated Front Seats Perfect for chilly days Dual-Zone Climate Control Comfort for both driver and passenger 8-Speaker Premium Audio System Crystal-clear sound for your favorite tunes Apple CarPlay & Android Auto Seamless smartphone integration Remote Start & Keyless Entry Convenience at your fingertips ;Fuel Efficiency Up to 42",CZ2023HondaCivic1.5T4DEX-LO104.jpg,,,
2018,Jaguar,E-PACE AWD S SUV,24995,2018 Jaguar E-PACE AWD S SUV,Excellent,4,Gas,11666,White,Clean,Automatic,SUV,"White / Black body: SUV trans: Automatic AD ID: 61FCCA335056A981 engine: 2.0 L 4 Cyl AWD MPG: 21 City /,20852 Description: Navigation Keeping Assist Keyless Start Rear SpoilerThis vehicle and passed our precise inspection process. CarFax Clean CarFax owner. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",GR2018JaguarE-PACEAWDAllWhe200.jpg,,,
2024,BMW,530i AWD xDrive Sedan,44943,2024 BMW 5 Series AWD Electric 530i xDrive Sedan,Excellent,4,Hybrid,15184,White,Clean,Automatic,Sedan,"Oxide Gray / Black body: Sedan trans: Automatic AD ID: 9D85AA981 engine: 2.0 L 4 Cyl AWD MPG: 27 City /, you'll have the greater performance right off the line, every time. Find the quickest in this BMW 5 Series 530i xDrive using the installed navigation system. This nav system is one of the easiest to use and will help get you where you need to go quickly! New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",EV2024BMW5SeriesAWDAllWheel152.jpg,,,
2023,Tesla,Model Y AWD Electric Long Range SUV,29883,2023 Tesla Model Y AWD Electric Long Range SUV,,,Electric,24728,White,Clean,Automatic,SUV,"Pearl White Multi-Coat / Black body: SUV trans: Automatic AD ID: 61F032EF5056A981 AWD,20852 Description: Pearl White Multi-Coat Panoramic Roof Navigation Keeping Assist Keyless Start Black; Vegan Leather Seat TrimThank you for your interest in one of 's online offerings. Please continue for more information regarding this 2023 Tesla Model Y Long Range with 24,728mi. Gone are the days of SUVs being the size of a tank and handling like one. This Tesla Model Y is a perfect example of how SUVs have evolved into vehicles that are as refined as they are rugged. Is it possible to fall in love with a vehicle? It is when your vehicle is as prestige as the Tesla Model Y. Enjoy the grip and control of AWD performance in this nicely equipped Tesla Model Y Long Range. In addition to being well-cared for, this Tesla Model Y has very low mileage making it a rare find. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",GP2023TeslaModelYAWDAllWhee198.jpg,,,
2020,Honda,Accord Sedan Sport Sedan,23797,2020 Honda Accord Sedan Sport Sedan,Excellent,4,Gas,27801,White,Clean,Automatic,Sedan,"Platinum White Pearl / Black body: Sedan trans: Variable AD ID: 642A6A981 engine: 1.5 L 4 Cyl FWD MPG: 29 City /, GA $30,122 Description: Lane Keeping Assist Keyless Start Rear Spoiler Black; Cloth Seat Trim Platinum White PearlThis vehicle and passed our precise inspection process. CarFax Clean CarFax. We would like TO help you buy A car -- now TO schedule your AN appointment will guarantee the best use OF your valuable time and ensure the best possible service. Sales tax or other taxes, tag, title, registration, government, not included. Pre-owned vehicle Vehicles may have unrepaired safety res.",AO2020HondaAccordSedanSport41.jpg,,,
2020,Jeep,Grand Cherokee Limited X,34500,2020 Jeep Grand Cherokee Limited X one owner Low Miles one owner,Like New,6,Gas,30000,White,Clean,Automatic,SUV,"This unique high ranked Jeep Grand Cherokee Limited X, has very low mileage fully loaded 4x4 and has all the bells and whistles. It is in immaculate condition, garage kept, no smoking, and very well maintained with the dealership. Features included, Power Sunroof, All Season lrr Tires, Adaptive Cruise Control, Sporty Hood. one owner Pro Tech II one owner features: Engine: 3.6L V6 ;transmission: 8-Speed Automatic Exterior Color: White gloss Exterior Paint Interior Color: Black Interior Colors Interior: Leather Seats Engine: 3.6-Liter V6 ;transmission: 8-Speed Paddle-Shift Automatic Transmission functional/safety features Quadra-Trac 4WD System Advanced Multistage Front Airbags Supplemental Side-Curtain Front and Rear Airbags Supplemental Front Seat-Mounted Side Airbags Driver Inflatable Knee-Bolster Airbag latch Ready Child Seat Anchor System Electronic Stability Control Anti-Lock 4-Wheel Disc Start Assist Adaptive Cruise Control Keyless Enter-N-Go Ready Alert Braking Sentry Key Theft Deterrent System Tire Pressure Monitoring Display interior features Uconnect 5.0 Integrated Voice Command with Bluetooth 6 Speakers Dual-Zone Automatic Temperature Control lcd Instrument Cluster with Tachometer Exterior Temperature and Compass Display Rearview Mirror with Microphone Leather-Wrapped Shift Knob Leather-Wrapped Steering Wheel Steering Wheel Mounted Audio Controls Steering Wheel Mounted Shift Levers Tilt Telescope Steering Column Front and Rear Interior LED Lamps 12-Volt Auxiliary Power Outlet 12-Volt Auxiliary Rear Power Outlet exterior features Dark Day Light Openinq Moldings Dark Headlamp Bezel finish Black Lens Tall Lamps For Details, Visit Front Bronze Tow Hooks Heated Front Seats Heated Steering Wheel Jeep Badging Mold-ln-Color Cladcfings Moroccan Sun Interior Accents Navigation-Capable. See Dealer for Activation ParkSense Rear Park Assist with Stop ParkViewTM Rear Back-Up Camera Power 4-Way Driver Lumbar Adjust Power 8-Way Driver Seat / Manual Passenger Seat Auto-Dimming Rearview Mirror w/Microphone SiriusXM Sat. Radio wii -Yr Radio Subscription Steering Wheel Mounted Audio Controls Orange Interior Accents Uconnect 8.4 115-Volt Auxiliary Power Outlet Power Liftgate Remote Start System Security Alarm",AJ2020JeepGrandCherokeeLimi36.jpg,,,
2018,Jaguar,XF AWD 35t Portfolio Ltd Edition Sedan,26995,2018 Jaguar XF AWD 35t Portfolio Ltd Edition Sedan,Excellent,6,Gas,37503,White,Clean,Automatic,Sedan,"Yulong White Metal body: Sedan trans: Automatic AD ID: 6E3D5B0F5056A981 engine: 3.0 L 6 Cyl AWD MPG: 20 City /,20852 Description: Sun/Moonroof Navigation Keeping Assist Keyless Start Heads-Up Display Cooled Front Seatone ownerSone ownerThis vehicle and passed our precise inspection process. CarFax Clean CarFax owner. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",AE2018JaguarXFAWDAllWheelDr31.jpg,,,
2016,Toyota,Tundra SR Long Bed 4x4 Double Cab,27999,2016 Toyota Tundra SR Long Bed 4x4 Double Cab 38k mile,Excellent,8,Gas,38011,White,Clean,Automatic,Pickup,"Double Cab, Long Bed, 4x4, only 38k miles! Wow! What an awesome low miles Tundra SR that is clean, clean, clean. This 1/2 ton 5.7 V8 Tundra muscles out the big three - Dodge Ford and Chevy- by offering four front-hinged doors coupled with an 8 foot bed. This Tundra represents a rare and desirable cab and bed length configuration for the 1/2 ton segment. So if four properly-swinging doors on your cab, 4x4, and 8 foot long-bed make up your 1/2 ton bucket list, this white Tundra is your Huckleberry. This two owner truck has averaged only 4000 miles a year since it was first sold new in Alexandria Virginia. The Car-Fax shows no accidents and the paint and body have nary a mark anywhere. This truck will not disappoint. The Tundra SR is trimmed out with a clean, dark cloth interior that is tidy and simple. There is a back up camera and trailer brake control system for making good use of your hitch out back. The bed is lined with spray liner and the truck comes with rubber weather mats to keep things clean. This truck has a suggested retail of thanks to its incredibly low mileage. Has it listed at as a beat the next snow storm price. Look at the super clean chassis, hear the engine run, and demo the 4x4. Walk around Tundra: Engine Run and 4x4 Test Tundra: Chasis Tundra:",CQ2016ToyotaTundraSRLongBed95.jpg,,,
2008,BMW,328i,8800,2008 BMW 328i 52k Original miles Excellent Condition,Excellent,6,Gas,52350,White,Clean,Automatic,Sedan,"Up 2008 BMW 328I super fast 52k miles // Si, yo hablo espaol Passed emissions and inspection 05/2025 Ready to be registered // Run excellent.The price is slightly negotiable after seeing the car. No negotiating without seeing the car. Thank you !",AT2008BMW328i52kOriginalmil46.jpg,,,
2014,Hyundai,Elantra SE,6999,2014 Hyundai Elantra SE 55K miles,Excellent,4,Gas,55000,White,Rebuilt,Automatic,Van,"Maryland State Safety Inspected Automatic If you have any further questions. Please to set up a time to come by. Runs and drives excellent, everything works. Included in the price is a 30-day power train.",BD2014HyundaiElantraSE55Kmi56.jpg,,,
